ID,SEX,EDUCATION,MARRIAGE,AGE
26250,2,1,2,31
26251,2,1,0,31
26252,2,1,1,45
26253,2,1,2,28
26254,2,2,2,29
26255,2,2,1,29
26256,2,2,1,29
26257,2,1,1,30
26258,2,1,2,33
26259,2,1,1,33
26260,2,3,1,33
26261,2,1,1,34
26262,2,1,1,34
26263,2,1,2,34
26264,2,2,1,32
26265,2,3,1,44
26266,2,2,1,46
26267,2,1,2,35
26268,2,2,1,46
26269,2,3,1,47
26270,2,2,1,41
26271,2,3,1,43
26272,2,3,2,42
26273,2,2,1,38
26274,2,1,1,36
26275,2,1,1,36
26276,2,1,1,37
26277,2,2,1,36
26278,2,2,1,38
26279,2,3,1,45
26280,2,2,1,35
26281,2,1,2,43
26282,2,2,2,29
26283,2,2,1,40
26284,2,3,1,41
26285,2,2,1,42
26286,2,3,3,48
26287,2,1,1,30
26288,2,1,1,31
26289,2,3,2,47
26290,2,2,1,43
26291,2,2,1,35
26292,2,2,1,40
26293,2,1,1,30
26294,2,2,2,34
26295,2,2,1,35
26296,2,2,1,47
26297,2,3,2,29
26298,2,1,1,32
26299,2,2,2,34
26300,2,2,2,29
26301,2,1,2,33
26302,2,3,2,35
26303,2,2,2,44
26304,2,2,1,42
26305,2,1,2,29
26306,2,2,1,42
26307,2,1,2,29
26308,2,1,2,29
26309,2,1,2,29
26310,2,1,1,31
26311,2,3,1,43
26312,2,2,2,28
26313,2,1,1,33
26314,2,3,1,34
26315,2,2,1,29
26316,2,3,1,47
26317,2,6,1,29
26318,2,2,1,38
26319,2,2,1,41
26320,2,2,1,35
26321,2,1,2,30
26322,2,2,1,44
26323,2,1,2,36
26324,2,1,2,36
26325,2,1,2,40
26326,2,2,1,42
26327,2,1,1,47
26328,2,1,2,33
26329,2,2,2,34
26330,2,2,2,34
26331,2,2,1,48
26332,2,1,1,38
26333,2,1,2,26
26334,2,1,2,30
26335,2,1,2,31
26336,2,1,2,32
26337,2,1,2,33
26338,2,2,1,42
26339,2,2,2,27
26340,2,2,1,27
26341,2,1,2,26
26342,2,2,2,26
26343,2,2,2,27
26344,2,1,2,29
26345,2,1,1,29
26346,2,1,2,29
26347,2,1,1,28
26348,2,2,2,28
26349,2,1,2,31
26350,2,3,2,31
26351,2,1,2,31
26352,2,2,1,31
26353,2,2,2,30
26354,2,3,2,30
26355,2,2,2,30
26356,2,3,1,31
26357,2,2,1,33
26358,2,1,2,32
26359,2,3,1,32
26360,2,1,2,32
26361,2,1,2,33
26362,2,1,1,35
26363,2,2,1,35
26364,2,2,2,34
26365,2,2,2,34
26366,2,3,1,34
26367,2,1,2,38
26368,2,2,3,48
26369,2,3,2,43
26370,2,2,2,42
26371,2,2,1,47
26372,2,1,1,45
26373,2,3,1,35
26374,2,2,1,43
26375,2,1,1,39
26376,2,1,1,43
26377,2,2,2,40
26378,2,2,1,37
26379,2,2,1,34
26380,2,2,1,37
26381,2,2,1,41
26382,2,3,1,43
26383,2,2,1,44
26384,2,1,2,30
26385,2,3,1,38
26386,2,1,2,29
26387,2,1,2,35
26388,2,2,1,36
26389,2,2,1,44
26390,2,1,1,38
26391,2,2,2,41
26392,2,2,1,41
26393,2,1,1,43
26394,2,1,2,29
26395,2,3,1,30
26396,2,1,1,37
26397,2,2,1,45
26398,2,2,2,44
26399,2,3,1,41
26400,2,1,2,40
26401,2,1,1,46
26402,2,1,2,35
26403,2,1,1,37
26404,2,1,2,38
26405,2,2,1,46
26406,2,1,2,43
26407,2,1,2,30
26408,2,2,1,46
26409,2,2,2,36
26410,2,2,1,39
26411,2,2,2,40
26412,2,1,1,41
26413,2,2,2,38
26414,2,1,2,35
26415,2,2,1,41
26416,2,1,1,30
26417,2,1,1,47
26418,2,1,2,39
26419,2,2,1,36
26420,2,2,1,48
26421,2,2,1,40
26422,2,2,2,37
26423,2,1,2,40
26424,2,1,2,36
26425,2,2,1,43
26426,2,2,2,31
26427,2,1,1,42
26428,2,1,2,32
26429,2,1,1,36
26430,2,1,2,39
26431,2,3,1,47
26432,2,2,2,38
26433,2,1,2,48
26434,2,1,1,39
26435,2,1,1,36
26436,2,2,2,44
26437,2,1,1,42
26438,2,1,2,33
26439,2,3,2,49
26440,2,3,1,48
26441,2,2,1,50
26442,2,1,2,49
26443,2,2,1,50
26444,2,2,1,50
26445,2,1,1,49
26446,2,2,1,49
26447,2,2,1,50
26448,2,2,1,48
26449,2,2,2,52
26450,2,1,1,50
26451,2,3,1,48
26452,2,2,1,49
26453,2,3,1,50
26454,2,3,1,48
26455,2,2,1,50
26456,2,1,2,50
26457,2,3,1,49
26458,2,3,1,49
26459,2,2,1,50
26460,2,2,1,49
26461,2,2,1,49
26462,2,3,2,49
26463,2,2,1,50
26464,2,3,1,49
26465,2,3,2,51
26466,2,2,2,50
26467,2,2,2,49
26468,2,3,1,49
26469,2,2,1,50
26470,2,3,1,51
26471,2,2,1,50
26472,2,3,1,51
26473,2,3,1,50
26474,2,3,1,53
26475,2,2,1,50
26476,2,2,1,52
26477,2,3,2,51
26478,2,3,1,65
26479,2,1,1,50
26480,2,2,1,54
26481,2,2,1,59
26482,2,3,2,55
26483,2,2,1,54
26484,2,1,2,56
26485,2,3,1,50
26486,2,3,1,50
26487,2,3,1,55
26488,2,3,1,50
26489,2,3,2,51
26490,2,2,2,51
26491,2,2,1,52
26492,2,3,1,50
26493,2,1,1,58
26494,2,2,2,55
26495,2,1,1,59
26496,2,1,1,52
26497,2,2,1,55
26498,2,3,1,52
26499,2,3,1,52
26500,2,3,2,55
26501,2,3,1,54
26502,2,3,1,61
26503,2,3,1,58
26504,2,3,1,55
26505,2,2,1,49
26506,2,3,2,53
26507,2,1,1,52
26508,2,1,2,52
26509,2,3,1,69
26510,2,3,1,53
26511,2,3,1,51
26512,2,3,1,55
26513,2,2,1,53
26514,2,1,1,63
26515,2,2,2,55
26516,2,2,1,59
26517,2,2,1,60
26518,2,1,1,48
26519,2,3,1,51
26520,2,1,1,52
26521,2,2,2,57
26522,2,3,1,52
26523,2,3,1,52
26524,2,2,2,53
26525,2,2,1,58
26526,2,2,1,51
26527,2,3,2,52
26528,2,2,1,52
26529,2,2,1,56
26530,2,2,1,53
26531,2,3,1,55
26532,2,6,1,59
26533,2,2,1,62
26534,2,3,1,56
26535,2,3,2,54
26536,2,2,1,51
26537,2,3,1,54
26538,2,1,2,53
26539,2,2,2,50
26540,2,3,1,51
26541,2,3,2,59
26542,2,2,1,51
26543,2,2,1,51
26544,2,2,1,51
26545,2,3,1,64
26546,2,2,1,50
26547,2,5,1,54
26548,2,3,1,54
26549,2,3,1,53
26550,2,2,1,54
26551,2,3,1,51
26552,2,2,3,59
26553,2,2,2,54
26554,2,1,1,51
26555,2,1,1,53
26556,2,3,2,51
26557,2,3,1,52
26558,2,1,1,53
26559,2,3,3,51
26560,2,2,2,51
26561,2,3,2,51
26562,2,3,1,51
26563,2,3,2,52
26564,2,3,2,56
26565,2,3,1,55
26566,2,3,1,54
26567,2,3,1,55
26568,2,3,1,50
26569,2,3,1,51
26570,2,3,1,52
26571,2,1,1,56
26572,2,3,1,53
26573,2,3,1,55
26574,2,1,1,58
26575,2,2,1,53
26576,2,3,2,51
26577,2,3,1,51
26578,2,2,2,51
26579,2,1,1,51
26580,2,2,1,51
26581,2,3,3,58
26582,2,2,1,53
26583,1,2,2,22
26584,1,1,1,34
26585,1,2,2,24
26586,1,1,2,27
26587,1,2,2,24
26588,1,1,2,28
26589,2,3,1,55
26590,2,2,2,55
26591,1,2,2,34
26592,1,2,1,42
26593,1,3,1,39
26594,1,1,2,32
26595,1,2,2,29
26596,1,1,2,30
26597,1,2,1,27
26598,1,2,1,41
26599,1,1,2,25
26600,1,3,2,35
26601,1,2,2,23
26602,1,2,2,24
26603,1,2,2,23
26604,1,1,2,23
26605,1,1,2,23
26606,1,2,2,23
26607,1,2,2,23
26608,1,1,2,23
26609,1,2,2,24
26610,1,2,2,23
26611,1,2,2,24
26612,1,2,2,23
26613,1,2,2,23
26614,1,2,2,22
26615,1,2,2,23
26616,1,3,2,22
26617,1,2,2,22
26618,1,2,2,23
26619,1,2,2,23
26620,1,2,2,23
26621,1,2,2,23
26622,1,1,2,22
26623,1,2,2,22
26624,1,2,2,25
26625,1,2,2,25
26626,1,1,2,26
26627,1,2,2,23
26628,1,2,2,24
26629,1,3,2,26
26630,1,2,2,22
26631,1,2,2,24
26632,1,3,2,24
26633,1,1,2,25
26634,1,1,2,26
26635,1,2,2,26
26636,1,1,2,23
26637,1,1,2,24
26638,1,1,2,24
26639,1,1,2,24
26640,1,1,2,26
26641,1,1,2,23
26642,1,1,2,23
26643,1,2,2,24
26644,1,3,2,24
26645,1,2,2,24
26646,1,2,2,23
26647,1,1,2,25
26648,1,1,2,26
26649,1,2,2,26
26650,1,2,2,24
26651,1,2,2,25
26652,1,2,2,24
26653,1,1,2,24
26654,1,5,2,24
26655,1,1,2,24
26656,1,3,2,24
26657,1,2,2,25
26658,1,2,2,24
26659,1,2,2,24
26660,1,2,2,25
26661,1,2,2,25
26662,1,2,2,24
26663,1,1,2,24
26664,1,2,2,27
26665,1,2,2,25
26666,1,3,2,26
26667,1,1,2,26
26668,1,2,2,26
26669,1,2,1,24
26670,1,1,2,33
26671,1,2,2,25
26672,1,1,1,28
26673,1,5,2,27
26674,1,3,2,27
26675,1,1,2,27
26676,1,2,2,24
26677,1,2,2,27
26678,1,1,2,26
26679,1,2,2,25
26680,1,1,2,26
26681,1,3,2,27
26682,1,1,2,27
26683,1,1,2,27
26684,1,1,2,24
26685,1,2,2,25
26686,1,2,2,25
26687,1,2,2,26
26688,1,1,2,25
26689,1,2,2,25
26690,1,3,2,22
26691,1,1,2,26
26692,1,2,2,26
26693,1,1,2,27
26694,1,2,2,27
26695,1,3,2,27
26696,1,2,1,28
26697,1,2,2,24
26698,1,2,2,23
26699,1,3,2,25
26700,1,2,2,27
26701,1,1,2,28
26702,1,1,1,29
26703,1,1,2,29
26704,1,1,2,29
26705,1,2,1,29
26706,1,1,2,27
26707,1,2,2,26
26708,1,2,2,26
26709,1,1,2,25
26710,1,3,1,27
26711,1,3,2,27
26712,1,1,2,26
26713,1,3,2,26
26714,1,1,2,26
26715,1,1,2,28
26716,1,2,2,27
26717,1,1,2,28
26718,1,1,2,22
26719,1,2,2,23
26720,1,2,2,25
26721,1,2,2,26
26722,1,2,2,25
26723,1,1,2,26
26724,1,1,2,26
26725,1,1,2,27
26726,1,1,2,27
26727,1,1,2,26
26728,1,2,2,24
26729,1,3,2,24
26730,1,1,2,24
26731,1,1,2,24
26732,1,1,2,24
26733,1,2,2,27
26734,1,1,2,28
26735,1,1,2,27
26736,1,1,2,27
26737,1,2,2,27
26738,1,1,1,27
26739,1,2,2,23
26740,1,1,2,27
26741,1,3,2,26
26742,1,3,2,27
26743,1,3,2,29
26744,1,2,2,28
26745,1,2,2,30
26746,1,1,2,29
26747,1,1,2,29
26748,1,1,2,29
26749,1,2,2,27
26750,1,2,2,27
26751,1,1,2,28
26752,1,1,2,27
26753,1,1,2,28
26754,1,3,1,28
26755,1,2,2,28
26756,1,1,2,28
26757,1,2,2,27
26758,1,3,2,27
26759,1,2,2,27
26760,1,2,2,29
26761,1,1,2,31
26762,1,2,2,25
26763,1,1,2,29
26764,1,1,2,26
26765,1,1,2,27
26766,1,1,2,26
26767,1,2,2,25
26768,1,1,2,25
26769,1,2,2,25
26770,1,1,2,28
26771,1,1,2,29
26772,1,1,1,30
26773,1,2,2,30
26774,1,2,2,25
26775,1,2,2,32
26776,1,1,2,25
26777,1,2,2,28
26778,1,1,2,29
26779,1,1,2,29
26780,1,2,2,29
26781,1,1,1,30
26782,1,1,2,27
26783,1,3,2,30
26784,1,1,2,30
26785,1,2,2,26
26786,1,2,2,28
26787,1,1,2,29
26788,1,1,2,28
26789,1,1,2,29
26790,1,3,2,29
26791,1,2,1,27
26792,1,1,2,26
26793,1,2,2,26
26794,1,2,2,27
26795,1,1,2,27
26796,1,2,1,28
26797,1,1,2,28
26798,1,1,1,34
26799,1,1,2,27
26800,1,1,2,31
26801,1,1,2,31
26802,1,1,1,30
26803,1,2,2,28
26804,1,1,2,27
26805,1,2,1,27
26806,1,1,2,27
26807,1,1,2,31
26808,1,1,1,31
26809,1,1,2,31
26810,1,1,2,32
26811,1,2,2,27
26812,1,2,2,28
26813,1,2,2,30
26814,1,2,2,31
26815,1,1,3,31
26816,1,2,1,32
26817,1,1,2,29
26818,1,2,2,29
26819,1,1,2,29
26820,1,1,2,30
26821,1,1,2,30
26822,1,1,2,29
26823,1,2,1,29
26824,1,1,2,32
26825,1,1,2,27
26826,1,1,2,29
26827,1,1,2,27
26828,1,3,2,29
26829,1,1,2,30
26830,1,1,1,32
26831,1,3,1,34
26832,1,2,2,34
26833,1,1,2,34
26834,1,1,2,33
26835,1,3,2,34
26836,1,1,1,40
26837,1,1,1,40
26838,1,1,1,39
26839,1,2,2,35
26840,1,3,1,37
26841,1,1,2,38
26842,1,1,2,41
26843,1,1,1,39
26844,1,2,1,47
26845,1,1,1,42
26846,1,1,1,40
26847,1,1,1,40
26848,1,2,2,41
26849,1,3,1,46
26850,1,2,2,26
26851,1,1,1,46
26852,1,1,2,32
26853,1,2,1,39
26854,1,2,1,32
26855,1,1,1,34
26856,1,3,1,48
26857,1,1,2,38
26858,1,1,1,40
26859,1,2,1,35
26860,1,3,1,39
26861,1,1,1,38
26862,1,2,1,39
26863,1,3,1,38
26864,1,3,1,47
26865,1,1,1,40
26866,1,2,1,48
26867,1,1,2,37
26868,1,1,1,37
26869,1,2,1,43
26870,1,2,2,38
26871,1,2,1,48
26872,1,1,1,45
26873,1,1,2,40
26874,1,2,1,37
26875,1,3,1,37
26876,1,1,2,35
26877,1,1,1,40
26878,1,2,1,34
26879,1,4,1,49
26880,1,2,2,32
26881,1,1,2,39
26882,1,1,2,29
26883,1,1,1,29
26884,1,1,1,34
26885,1,1,1,45
26886,1,5,2,35
26887,1,3,1,39
26888,1,2,1,36
26889,1,1,2,33
26890,1,2,2,33
26891,1,2,2,32
26892,1,2,2,42
26893,1,2,2,38
26894,1,1,2,29
26895,1,3,1,33
26896,1,2,1,29
26897,1,3,1,35
26898,1,1,2,31
26899,1,3,1,30
26900,1,1,1,47
26901,1,1,1,49
26902,1,2,1,35
26903,1,2,2,32
26904,1,2,2,39
26905,1,2,1,41
26906,1,2,1,44
26907,1,2,2,37
26908,1,1,1,37
26909,1,1,1,38
26910,1,1,2,40
26911,1,2,1,46
26912,1,2,1,43
26913,1,3,1,38
26914,1,1,1,44
26915,1,2,1,36
26916,1,1,1,48
26917,1,2,1,39
26918,1,1,1,41
26919,1,2,2,34
26920,1,3,1,34
26921,1,1,2,28
26922,1,1,1,40
26923,1,2,1,48
26924,1,1,1,35
26925,1,1,1,33
26926,1,2,3,34
26927,1,3,2,38
26928,1,2,1,37
26929,1,3,1,41
26930,1,2,1,38
26931,1,3,2,45
26932,1,1,1,38
26933,1,2,1,44
26934,1,1,2,35
26935,1,2,1,38
26936,1,1,1,38
26937,1,2,1,44
26938,1,2,1,35
26939,1,3,2,27
26940,1,1,2,28
26941,1,5,1,39
26942,1,2,1,39
26943,1,2,2,28
26944,1,2,2,37
26945,1,1,2,30
26946,1,1,1,48
26947,1,1,1,38
26948,1,1,1,46
26949,1,2,1,47
26950,1,1,2,32
26951,1,1,2,31
26952,1,2,1,42
26953,1,2,1,41
26954,1,2,1,44
26955,1,1,1,34
26956,1,2,1,40
26957,1,2,2,44
26958,1,2,1,35
26959,1,3,1,41
26960,1,1,1,34
26961,1,3,1,37
26962,1,2,1,32
26963,1,1,1,35
26964,1,1,2,35
26965,1,2,1,48
26966,1,3,1,41
26967,1,2,1,44
26968,1,1,2,32
26969,1,2,1,31
26970,1,1,2,32
26971,1,2,1,35
26972,1,2,1,37
26973,1,2,2,42
26974,1,3,2,31
26975,1,1,1,38
26976,1,2,2,28
26977,1,1,1,39
26978,1,1,1,38
26979,1,1,2,42
26980,1,1,1,47
26981,1,3,1,42
26982,1,2,2,43
26983,1,3,1,44
26984,1,1,1,45
26985,1,2,1,36
26986,1,1,1,32
26987,1,2,1,38
26988,1,2,1,44
26989,1,1,2,31
26990,1,2,1,40
26991,1,2,1,44
26992,1,2,2,31
26993,1,1,2,46
26994,1,1,1,45
26995,1,1,1,34
26996,1,2,1,48
26997,1,1,2,34
26998,1,2,1,37
26999,1,2,1,45
27000,1,2,2,41
27001,1,1,2,30
27002,1,2,1,41
27003,1,2,1,40
27004,1,5,1,46
27005,1,1,2,31
27006,1,1,2,31
27007,1,2,1,34
27008,1,1,2,35
27009,1,2,2,39
27010,1,1,1,46
27011,1,2,1,39
27012,1,3,1,40
27013,1,1,1,43
27014,1,2,1,43
27015,1,1,2,38
27016,1,2,1,48
27017,1,2,2,35
27018,1,3,1,41
27019,1,2,2,37
27020,1,1,1,43
27021,1,1,2,32
27022,1,1,2,32
27023,1,2,1,42
27024,1,3,2,41
27025,1,2,2,35
27026,1,1,1,38
27027,1,1,1,46
27028,1,3,1,36
27029,1,2,1,33
27030,1,1,1,41
27031,1,1,1,49
27032,1,2,2,29
27033,1,3,1,40
27034,1,2,2,33
27035,1,1,1,46
27036,1,2,1,35
27037,1,2,1,46
27038,1,3,2,47
27039,1,1,1,45
27040,1,1,1,49
27041,1,1,1,37
27042,1,1,1,32
27043,1,2,3,40
27044,1,3,2,29
27045,1,2,2,37
27046,1,3,2,41
27047,1,1,2,35
27048,1,1,2,36
27049,1,3,1,43
27050,1,2,1,35
27051,1,1,2,37
27052,1,3,2,36
27053,1,3,1,47
27054,1,3,1,28
27055,1,5,2,32
27056,1,2,1,32
27057,1,3,1,46
27058,1,1,1,38
27059,1,2,2,34
27060,1,2,1,39
27061,1,3,1,45
27062,1,2,2,33
27063,1,3,2,41
27064,1,1,2,45
27065,1,2,1,33
27066,1,2,2,39
27067,1,3,1,44
27068,1,1,2,39
27069,1,2,1,35
27070,1,1,2,35
27071,1,1,2,44
27072,1,1,2,35
27073,1,3,2,39
27074,1,1,1,38
27075,1,3,2,44
27076,1,2,2,30
27077,1,2,2,34
27078,1,2,1,35
27079,1,1,2,30
27080,1,2,1,34
27081,1,1,2,38
27082,1,2,2,31
27083,1,2,1,39
27084,1,1,2,29
27085,1,3,1,39
27086,1,2,2,32
27087,1,5,1,34
27088,1,3,1,39
27089,1,2,1,44
27090,1,2,2,35
27091,1,2,2,36
27092,1,3,2,46
27093,1,2,1,36
27094,1,1,1,48
27095,1,3,2,35
27096,1,2,2,30
27097,1,2,2,33
27098,1,1,1,35
27099,1,1,1,43
27100,1,2,1,38
27101,1,3,1,44
27102,1,2,1,45
27103,1,2,2,34
27104,1,1,2,30
27105,1,2,1,44
27106,1,2,1,47
27107,1,3,2,32
27108,1,2,2,41
27109,1,3,1,49
27110,1,2,2,36
27111,1,2,1,37
27112,1,3,1,46
27113,1,6,1,48
27114,1,2,2,29
27115,1,1,2,33
27116,1,2,1,33
27117,1,3,2,33
27118,1,3,1,42
27119,1,1,1,43
27120,1,3,2,41
27121,1,2,2,31
27122,1,1,2,31
27123,1,1,2,31
27124,1,1,1,41
27125,1,1,1,40
27126,1,1,2,38
27127,1,1,1,35
27128,1,1,1,35
27129,1,1,2,34
27130,1,2,1,42
27131,1,1,1,38
27132,1,1,2,37
27133,1,1,2,45
27134,1,3,1,47
27135,1,2,1,43
27136,1,2,1,47
27137,1,3,1,33
27138,1,3,1,45
27139,1,2,1,48
27140,1,1,1,46
27141,1,2,2,42
27142,1,2,1,47
27143,1,1,2,29
27144,1,2,2,30
27145,1,5,2,40
27146,1,3,1,42
27147,1,2,1,33
27148,1,1,2,38
27149,1,3,1,45
27150,1,1,2,30
27151,1,1,1,46
27152,1,1,1,36
27153,1,3,1,44
27154,1,2,1,37
27155,1,2,1,43
27156,1,0,1,47
27157,1,2,2,29
27158,1,1,2,29
27159,1,2,1,43
27160,1,3,2,30
27161,1,3,1,40
27162,1,3,1,40
27163,1,2,2,31
27164,1,1,1,42
27165,1,2,2,42
27166,1,2,1,40
27167,1,3,2,44
27168,1,2,1,29
27169,1,1,2,29
27170,1,1,2,30
27171,1,2,1,34
27172,1,1,2,32
27173,1,1,2,33
27174,1,3,1,33
27175,1,2,2,38
27176,1,2,2,36
27177,1,1,1,36
27178,1,1,1,42
27179,1,3,1,42
27180,1,1,1,38
27181,1,3,1,48
27182,1,1,1,45
27183,1,1,2,27
27184,1,1,2,46
27185,1,2,2,27
27186,1,2,2,27
27187,1,1,2,28
27188,1,3,2,28
27189,1,1,2,28
27190,1,2,2,29
27191,1,1,1,29
27192,1,1,2,34
27193,1,1,2,32
27194,1,1,2,32
27195,1,2,1,32
27196,1,1,1,33
27197,1,3,1,48
27198,1,3,2,45
27199,1,2,1,35
27200,1,1,1,37
27201,1,1,1,42
27202,1,2,1,38
27203,1,2,1,43
27204,1,3,3,42
27205,1,3,1,39
27206,1,2,1,47
27207,1,2,1,41
27208,1,2,1,41
27209,1,1,1,41
27210,1,2,1,40
27211,1,1,2,27
27212,1,3,2,31
27213,1,1,2,27
27214,1,1,2,27
27215,1,2,1,35
27216,1,1,1,37
27217,1,1,2,49
27218,1,3,2,42
27219,1,3,2,31
27220,1,3,1,42
27221,1,1,2,32
27222,1,2,2,36
27223,1,1,2,30
27224,1,1,2,31
27225,1,3,2,34
27226,1,2,1,31
27227,1,1,1,33
27228,1,1,1,35
27229,1,2,1,40
27230,1,2,1,34
27231,1,1,2,36
27232,1,5,1,48
27233,1,1,1,43
27234,1,1,1,32
27235,1,1,1,35
27236,1,1,2,31
27237,1,2,1,39
27238,1,2,2,38
27239,1,3,2,42
27240,1,1,1,39
27241,1,1,2,29
27242,1,2,1,42
27243,1,2,2,33
27244,1,3,1,37
27245,1,2,1,32
27246,1,1,2,35
27247,1,2,1,42
27248,1,3,2,35
27249,1,1,2,39
27250,1,2,2,30
27251,1,1,1,33
27252,1,3,2,34
27253,1,2,1,43
27254,1,3,2,48
27255,1,1,1,46
27256,1,3,1,28
27257,1,3,1,45
27258,1,3,1,42
27259,1,1,1,35
27260,1,1,2,30
27261,1,1,1,29
27262,1,3,2,34
27263,1,2,1,38
27264,1,3,2,37
27265,1,2,2,41
27266,1,2,1,49
27267,1,1,1,45
27268,1,1,1,42
27269,1,2,2,32
27270,1,2,1,37
27271,1,0,1,35
27272,1,1,2,39
27273,1,1,2,33
27274,1,1,1,46
27275,1,1,2,28
27276,1,2,1,44
27277,1,1,1,30
27278,1,2,2,44
27279,1,1,1,41
27280,1,2,1,39
27281,1,2,1,37
27282,1,1,1,46
27283,1,3,1,28
27284,1,1,2,32
27285,1,1,1,41
27286,1,1,2,32
27287,1,1,1,34
27288,1,1,2,30
27289,1,2,1,31
27290,1,1,1,35
27291,1,2,3,35
27292,1,1,1,40
27293,1,1,1,37
27294,1,3,2,34
27295,1,2,1,30
27296,1,1,1,45
27297,1,3,2,43
27298,1,3,2,43
27299,1,1,2,32
27300,1,1,2,32
27301,1,2,1,48
27302,1,2,2,30
27303,1,1,1,31
27304,1,1,2,31
27305,1,1,2,31
27306,1,3,1,44
27307,1,2,2,44
27308,1,2,1,37
27309,1,3,2,33
27310,1,1,2,34
27311,1,2,1,34
27312,1,2,1,30
27313,1,1,1,49
27314,1,1,2,45
27315,1,1,1,37
27316,1,2,2,38
27317,1,5,2,44
27318,1,3,3,47
27319,1,1,2,37
27320,1,3,1,43
27321,1,1,1,41
27322,1,1,1,31
27323,1,2,2,37
27324,1,3,2,44
27325,1,2,2,33
27326,1,2,2,39
27327,1,2,1,35
27328,1,3,1,30
27329,1,1,1,44
27330,1,3,1,42
27331,1,2,1,40
27332,1,2,1,39
27333,1,2,1,49
27334,1,2,2,42
27335,1,2,2,31
27336,1,2,1,33
27337,1,2,2,37
27338,1,3,1,44
27339,1,1,2,33
27340,1,2,1,37
27341,1,1,2,38
27342,1,3,1,40
27343,1,1,2,37
27344,1,1,2,31
27345,1,2,1,33
27346,1,1,2,33
27347,1,2,2,30
27348,1,2,1,39
27349,1,1,1,37
27350,1,2,2,30
27351,1,1,2,32
27352,1,2,1,39
27353,1,2,2,30
27354,1,2,2,38
27355,1,3,2,31
27356,1,1,2,45
27357,1,1,2,31
27358,1,1,2,29
27359,1,1,2,29
27360,1,2,1,36
27361,1,2,1,38
27362,1,2,2,43
27363,1,2,2,27
27364,1,1,2,27
27365,1,2,2,28
27366,1,3,1,28
27367,1,1,2,28
27368,1,2,2,28
27369,1,2,2,29
27370,1,2,1,33
27371,1,1,2,31
27372,1,1,2,31
27373,1,1,2,33
27374,1,1,2,34
27375,1,1,2,34
27376,1,2,1,35
27377,1,2,2,40
27378,1,3,2,44
27379,1,2,1,41
27380,1,3,1,36
27381,1,3,1,36
27382,1,3,3,48
27383,1,1,2,35
27384,1,1,1,35
27385,1,2,1,35
27386,1,2,1,47
27387,1,2,2,44
27388,1,2,1,43
27389,1,1,2,37
27390,1,1,1,41
27391,1,1,1,37
27392,1,1,1,44
27393,1,2,1,46
27394,1,2,1,48
27395,1,2,1,40
27396,1,3,1,43
27397,1,2,1,39
27398,1,3,1,45
27399,1,2,2,41
27400,1,2,1,45
27401,1,3,2,47
27402,1,1,1,37
27403,1,2,3,37
27404,1,1,1,35
27405,1,1,1,45
27406,1,5,3,44
27407,1,3,1,47
27408,1,3,2,31
27409,1,2,1,45
27410,1,2,2,29
27411,1,2,2,30
27412,1,1,1,37
27413,1,3,1,45
27414,1,2,1,41
27415,1,2,1,36
27416,1,2,1,43
27417,1,2,1,40
27418,1,1,2,39
27419,1,3,2,37
27420,1,1,1,45
27421,1,2,1,35
27422,1,2,1,43
27423,1,2,2,31
27424,1,3,1,44
27425,1,2,1,40
27426,1,2,1,36
27427,1,2,1,45
27428,1,1,2,32
27429,1,3,2,40
27430,1,2,1,44
27431,1,2,1,40
27432,1,2,1,41
27433,1,1,1,35
27434,1,1,2,45
27435,1,2,1,42
27436,1,1,2,32
27437,1,2,2,44
27438,1,2,1,46
27439,1,1,1,37
27440,1,1,2,32
27441,1,1,1,35
27442,1,2,2,38
27443,1,1,1,45
27444,1,1,2,33
27445,1,1,2,32
27446,1,1,2,33
27447,1,3,2,33
27448,1,3,2,33
27449,1,2,1,33
27450,1,1,1,33
27451,1,1,2,33
27452,1,2,2,42
27453,1,2,2,41
27454,1,2,1,49
27455,1,2,2,49
27456,1,1,1,49
27457,1,1,1,50
27458,1,2,1,49
27459,1,3,1,50
27460,1,2,1,50
27461,1,1,1,50
27462,1,2,1,46
27463,1,3,1,49
27464,1,3,1,51
27465,1,3,1,50
27466,1,2,1,50
27467,1,2,1,50
27468,1,3,1,50
27469,1,1,2,47
27470,1,6,2,51
27471,1,2,1,47
27472,1,2,1,50
27473,1,2,1,50
27474,1,2,1,51
27475,1,3,1,49
27476,1,1,2,49
27477,1,1,1,50
27478,1,2,1,51
27479,1,3,2,51
27480,1,3,1,51
27481,1,1,1,57
27482,1,2,2,57
27483,1,1,2,54
27484,1,3,2,56
27485,1,3,1,54
27486,1,1,1,58
27487,1,2,1,57
27488,1,1,2,52
27489,1,3,2,53
27490,1,3,1,53
27491,1,1,2,53
27492,1,5,1,53
27493,1,2,1,49
27494,1,3,1,51
27495,1,3,1,57
27496,1,2,1,57
27497,1,1,1,48
27498,1,3,1,53
27499,1,3,1,55
27500,1,2,1,59
27501,1,2,1,52
27502,1,6,1,54
27503,1,1,1,58
27504,1,3,2,62
27505,1,2,2,56
27506,1,2,2,59
27507,1,1,2,51
27508,1,2,1,54
27509,1,2,1,57
27510,1,3,2,51
27511,1,2,2,62
27512,1,2,1,55
27513,1,2,1,48
27514,1,3,1,57
27515,1,1,1,51
27516,1,3,1,59
27517,1,2,1,55
27518,1,3,1,53
27519,1,2,2,67
